campaign_outcome,target_demographic,budget_allocation,reach,conversion_rate,campaign_duration,time_of_year,content_type,platform_used,weather,previous_campaign_outcome
success,31-60,250000,high,high,long,fall,image,Instagram,rainy,success
failure,31-60,50000,low,low,short,spring,image,Facebook,sunny,failure
success,31-60,1000000,high,high,long,summer,image,Instagram,rainy,success
failure,18-30,50000,low,medium,medium,spring,video,Youtube,rainy,failure
success,18-30,50000,medium,low,medium,fall,image,Instagram,rainy,failure
failure,18-30,50000,low,low,short,spring,video,TikTok,sunny,failure
success,18-30,250000,medium,medium,medium,summer,image,Instagram,rainy,success
failure,18-30,50000,medium,low,medium,spring,video,Youtube,rainy,failure
success,61-...,50000,low,medium,short,fall,text,others,rainy,failure
success,18-30,1000000,medium,high,long,fall,video,Youtube,rainy,success
success,18-30,250000,medium,medium,medium,fall,video,Youtube,rainy,success
success,61-...,250000,high,medium,medium,fall,text,Twitter,rainy,failure
failure,18-30,250000,medium,medium,medium,summer,image,Instagram,rainy,success
failure,31-60,250000,low,high,medium,spring,image,Twitter,sunny,success
success,18-30,50000,low,low,short,spring,video,TikTok,rainy,failure
success,31-60,1000000,high,high,long,summer,image,Twitter,sunny,success
success,31-60,50000,high,low,medium,spring,image,Instagram,rainy,failure
failure,31-60,250000,medium,low,medium,spring,image,Instagram,sunny,success
failure,18-30,50000,low,low,short,summer,video,Instagram,sunny,failure
success,18-30,1000000,high,high,long,winter,video,Youtube,rainy,success
failure,31-60,50000,medium,low,medium,summer,image,Twitter,rainy,failure
success,61-...,50000,low,medium,short,winter,image,Instagram,rainy,failure
failure,31-60,250000,medium,medium,medium,fall,image,Facebook,rainy,failure
success,61-...,250000,high,medium,medium,winter,text,others,rainy,success
success,61-...,250000,medium,medium,medium,spring,text,others,sunny,failure
failure,31-60,250000,low,medium,medium,summer,text,others,sunny,success
success,31-60,250000,high,high,long,spring,image,Twitter,rainy,failure
failure,31-60,50000,low,low,short,summer,image,Twitter,sunny,failure
success,31-60,250000,medium,high,medium,winter,text,others,snowy,success
success,31-60,250000,high,medium,long,spring,video,Youtube,rainy,success
success,31-60,250000,high,medium,long,fall,text,others,sunny,failure
success,61-...,250000,high,medium,long,fall,text,others,rainy,failure
failure,31-60,50000,medium,low,medium,spring,image,Instagram,rainy,failure
success,18-30,1000000,medium,high,medium,winter,video,Instagram,sunny,success
failure,61-...,50000,low,low,short,fall,text,others,rainy,failure
failure,31-60,250000,low,medium,short,fall,text,others,sunny,success
failure,31-60,50000,medium,low,short,winter,image,Twitter,snowy,failure
success,61-...,250000,low,medium,short,winter,text,others,snowy,success
failure,61-...,250000,high,low,long,summer,text,Twitter,sunny,success
success,61-...,1000000,high,high,long,summer,text,others,sunny,success
failure,31-60,1000000,high,medium,long,spring,text,others,sunny,success
failure,18-30,1000000,high,high,long,winter,video,Youtube,sunny,success
failure,18-30,50000,low,medium,short,spring,video,Youtube,rainy,failure
failure,18-30,50000,low,low,short,fall,video,Youtube,sunny,failure
failure,18-30,50000,low,medium,short,summer,text,others,sunny,failure
failure,18-30,250000,medium,low,medium,spring,video,TikTok,sunny,success
failure,61-...,250000,low,medium,medium,summer,image,Instagram,sunny,success
failure,61-...,50000,low,medium,short,spring,image,Instagram,rainy,failure
failure,18-30,50000,medium,low,short,spring,video,TikTok,rainy,failure
success,31-60,50000,medium,low,medium,summer,text,others,sunny,failure
success,61-...,1000000,high,high,long,spring,text,others,rainy,success
failure,18-30,50000,low,medium,short,spring,video,TikTok,rainy,failure
failure,31-60,250000,high,medium,medium,winter,image,Instagram,rainy,failure
success,31-60,250000,low,medium,short,fall,image,Instagram,sunny,success
failure,31-60,50000,low,low,short,summer,text,others,sunny,failure
failure,31-60,250000,medium,medium,medium,summer,video,Youtube,sunny,success
success,18-30,1000000,high,medium,long,winter,video,TikTok,rainy,success
success,18-30,250000,medium,medium,medium,summer,video,Instagram,sunny,success
success,18-30,250000,high,medium,medium,spring,image,Instagram,sunny,success
failure,18-30,50000,medium,low,short,winter,video,Youtube,rainy,failure
success,18-30,250000,medium,medium,medium,winter,video,TikTok,snowy,success
success,31-60,50000,medium,low,medium,fall,text,others,sunny,failure
failure,31-60,50000,low,low,short,spring,image,Instagram,rainy,failure
failure,18-30,50000,low,low,short,fall,image,Twitter,rainy,failure
failure,61-...,50000,low,medium,short,fall,text,others,rainy,failure
failure,18-30,50000,low,low,short,fall,text,others,sunny,failure
failure,18-30,1000000,high,medium,medium,winter,image,Instagram,rainy,success
success,61-...,250000,medium,medium,medium,winter,image,Instagram,rainy,success
failure,18-30,50000,low,low,short,fall,video,Youtube,rainy,failure
failure,31-60,250000,medium,medium,medium,winter,text,others,snowy,failure
failure,61-...,50000,medium,low,medium,winter,text,others,rainy,failure
failure,61-...,250000,medium,high,medium,fall,text,others,rainy,success
failure,61-...,50000,low,low,short,winter,text,others,sunny,failure
failure,61-...,250000,medium,medium,medium,spring,image,Instagram,sunny,failure
success,31-60,50000,low,low,short,winter,image,Instagram,rainy,failure
success,31-60,250000,high,medium,medium,winter,image,Twitter,sunny,success
success,18-30,250000,medium,high,medium,summer,video,Youtube,sunny,failure
success,31-60,250000,medium,medium,medium,winter,text,others,snowy,failure
failure,18-30,250000,low,medium,short,summer,video,Youtube,sunny,failure
success,31-60,250000,high,medium,long,summer,image,Instagram,sunny,failure
success,61-...,250000,medium,medium,medium,fall,image,Instagram,rainy,success
failure,18-30,250000,medium,medium,medium,fall,video,Youtube,snowy,success
failure,18-30,250000,high,medium,long,winter,video,Youtube,rainy,success
failure,61-...,50000,medium,medium,short,spring,text,others,sunny,failure
success,18-30,250000,high,medium,long,fall,image,Facebook,rainy,failure
failure,18-30,50000,low,low,short,winter,video,Instagram,snowy,failure
success,61-...,250000,medium,medium,medium,winter,text,Twitter,sunny,success
failure,18-30,50000,low,low,short,summer,video,TikTok,sunny,failure
success,31-60,250000,medium,high,long,fall,image,Twitter,snowy,success
failure,31-60,50000,low,low,medium,spring,video,Youtube,sunny,failure
success,18-30,250000,medium,medium,medium,fall,image,Instagram,snowy,success
failure,31-60,50000,medium,low,short,winter,text,others,snowy,failure
failure,61-...,250000,medium,medium,medium,winter,text,others,snowy,success
success,18-30,250000,low,medium,medium,winter,image,Twitter,snowy,success
failure,18-30,50000,low,low,medium,summer,text,Twitter,sunny,failure
failure,18-30,250000,medium,low,long,summer,image,Twitter,sunny,success
failure,61-...,50000,low,low,short,fall,text,others,rainy,failure
success,18-30,250000,medium,medium,medium,summer,image,Twitter,sunny,success
success,31-60,250000,high,medium,medium,spring,image,Instagram,rainy,success
failure,18-30,50000,low,low,short,fall,video,Instagram,rainy,failure
success,18-30,1000000,high,high,long,spring,video,Youtube,sunny,success
failure,31-60,50000,low,low,short,fall,text,others,sunny,failure
failure,61-...,250000,medium,low,medium,spring,image,Twitter,sunny,success
success,18-30,250000,medium,high,medium,summer,video,Instagram,sunny,success
success,31-60,250000,high,medium,medium,winter,text,others,snowy,success
failure,31-60,50000,low,medium,short,spring,video,TikTok,sunny,failure
success,61-...,1000000,high,high,long,spring,text,others,rainy,success
failure,61-...,50000,low,low,short,winter,text,others,rainy,failure
success,31-60,1000000,high,medium,long,fall,text,others,rainy,success
failure,31-60,50000,low,low,short,fall,image,Instagram,sunny,failure
failure,61-...,50000,medium,low,short,fall,text,Facebook,rainy,failure
success,61-...,1000000,medium,high,medium,fall,text,others,sunny,success
success,18-30,50000,low,low,short,winter,video,TikTok,snowy,failure
failure,61-...,250000,low,medium,short,spring,image,Facebook,rainy,success
failure,61-...,250000,medium,medium,medium,winter,text,others,snowy,success
failure,61-...,250000,low,medium,medium,summer,text,others,sunny,success
failure,31-60,250000,low,medium,medium,fall,video,TikTok,rainy,failure
success,61-...,250000,high,high,medium,winter,image,Instagram,snowy,success
failure,18-30,50000,low,low,short,winter,video,TikTok,rainy,failure
success,31-60,1000000,high,high,long,summer,image,Facebook,rainy,success
failure,31-60,50000,low,medium,short,summer,image,Facebook,rainy,failure
success,18-30,250000,medium,medium,medium,summer,video,Youtube,sunny,success
failure,61-...,250000,low,medium,medium,spring,text,Twitter,sunny,success
success,18-30,250000,low,medium,short,summer,video,TikTok,sunny,failure
failure,18-30,50000,low,low,short,summer,video,TikTok,rainy,failure
success,31-60,250000,medium,high,medium,winter,image,Facebook,snowy,success
success,61-...,1000000,high,high,long,winter,text,others,rainy,success
success,61-...,250000,medium,medium,medium,fall,text,Facebook,rainy,success
success,61-...,250000,low,high,short,fall,text,Facebook,rainy,success
success,61-...,250000,medium,high,medium,winter,text,Facebook,sunny,failure
failure,61-...,250000,medium,low,medium,spring,text,Twitter,sunny,success
success,61-...,1000000,medium,high,long,fall,text,Facebook,sunny,success
success,31-60,250000,high,medium,long,spring,image,Facebook,sunny,success
success,18-30,50000,low,low,short,winter,video,Youtube,sunny,failure
success,18-30,250000,high,medium,long,winter,text,others,snowy,success
failure,61-...,50000,medium,low,short,fall,image,Twitter,rainy,failure
failure,31-60,50000,low,medium,short,fall,text,Twitter,sunny,failure
success,31-60,250000,high,medium,long,spring,image,Instagram,rainy,success
failure,61-...,250000,medium,low,long,summer,text,others,sunny,success
success,18-30,1000000,high,medium,long,spring,video,Instagram,rainy,success
failure,18-30,50000,medium,low,short,summer,video,TikTok,sunny,failure
failure,61-...,50000,low,low,short,summer,text,others,sunny,failure
success,18-30,250000,medium,high,medium,winter,image,Twitter,rainy,success
success,18-30,1000000,medium,high,long,spring,text,others,rainy,success
success,18-30,1000000,high,high,long,winter,video,Youtube,rainy,success
success,61-...,1000000,high,high,long,fall,image,Instagram,sunny,success
failure,31-60,250000,high,medium,long,fall,image,Facebook,rainy,success
success,31-60,50000,low,medium,short,winter,text,Facebook,snowy,failure
failure,18-30,250000,high,low,medium,summer,video,Youtube,sunny,success
success,31-60,50000,low,medium,short,fall,text,others,rainy,failure
failure,61-...,50000,medium,medium,short,spring,text,others,sunny,failure
failure,61-...,50000,low,low,short,fall,text,others,sunny,failure
success,61-...,1000000,high,medium,long,spring,text,Twitter,sunny,success
failure,31-60,250000,medium,medium,medium,summer,text,others,sunny,success
success,18-30,250000,medium,high,medium,fall,video,Instagram,rainy,failure
success,61-...,1000000,medium,high,medium,summer,text,others,sunny,success
failure,31-60,50000,medium,low,short,summer,text,others,rainy,failure
success,31-60,1000000,high,high,long,fall,image,Instagram,rainy,success
failure,31-60,50000,low,low,short,winter,text,others,snowy,failure
success,31-60,1000000,high,high,long,summer,image,Facebook,sunny,success
success,18-30,250000,high,medium,medium,summer,image,Twitter,sunny,success
failure,31-60,50000,low,low,short,winter,text,others,sunny,failure
success,31-60,1000000,medium,high,medium,spring,image,Facebook,rainy,success
success,18-30,50000,low,low,short,spring,text,Twitter,sunny,failure
failure,18-30,250000,medium,low,medium,fall,video,Youtube,rainy,success
failure,61-...,1000000,medium,medium,long,winter,text,others,snowy,success
success,31-60,1000000,high,high,long,spring,text,Facebook,rainy,success
failure,31-60,250000,low,high,medium,winter,image,Twitter,sunny,success
success,31-60,250000,high,low,medium,spring,image,Twitter,sunny,failure
failure,31-60,50000,low,low,short,fall,video,TikTok,rainy,failure
success,18-30,250000,low,medium,short,fall,video,Youtube,rainy,success
success,31-60,1000000,high,high,long,fall,text,others,rainy,success
success,18-30,1000000,high,high,long,summer,video,Youtube,sunny,success
failure,61-...,250000,medium,medium,medium,fall,text,others,rainy,failure
success,31-60,1000000,high,high,long,summer,image,Instagram,sunny,success
failure,61-...,250000,medium,medium,long,summer,image,Twitter,sunny,success
failure,31-60,50000,low,low,short,summer,image,Instagram,rainy,failure
failure,61-...,50000,low,medium,short,fall,text,others,sunny,failure
success,18-30,250000,medium,medium,medium,spring,image,Facebook,sunny,failure
failure,18-30,50000,low,low,medium,spring,video,TikTok,sunny,failure
success,61-...,250000,low,medium,short,winter,text,others,snowy,failure
failure,61-...,50000,low,low,short,spring,text,others,sunny,failure
failure,18-30,50000,medium,low,short,winter,video,Youtube,snowy,failure
failure,18-30,50000,low,medium,medium,summer,video,Youtube,sunny,failure
failure,31-60,50000,low,low,short,summer,image,Instagram,rainy,failure
failure,61-...,50000,low,medium,short,spring,image,Twitter,snowy,failure
failure,18-30,250000,low,medium,medium,fall,video,TikTok,rainy,success
failure,61-...,50000,low,low,short,winter,text,others,rainy,failure
success,61-...,1000000,high,high,long,summer,text,others,sunny,success
failure,31-60,50000,low,medium,short,summer,text,others,sunny,failure
failure,18-30,50000,medium,low,short,winter,image,Twitter,snowy,failure
